year,start,flag1,team1,flag2,team2,score1,score2,round,OT,pos,pso1,pso2
1930,1930-07-13,fra,France,mex,Mexico,4,1,Round 1 - Group 1,N,N,,
1930,1930-07-15,arg,Argentina,fra,France,1,0,Round 1 - Group 1,N,N,,
1930,1930-07-16,chi,Chile,mex,Mexico,3,0,Round 1 - Group 1,N,N,,
1930,1930-07-19,chi,Chile,fra,France,1,0,Round 1 - Group 1,N,N,,
1930,1930-07-19,arg,Argentina,mex,Mexico,6,3,Round 1 - Group 1,N,N,,
1930,1930-07-22,arg,Argentina,chi,Chile,3,1,Round 1 - Group 1,N,N,,
1930,1930-07-14,yug,Yugoslavia,bra,Brazil,2,1,Round 1 - Group 2,N,N,,
1930,1930-07-17,yug,Yugoslavia,bol,Bolivia,4,0,Round 1 - Group 2,N,N,,
1930,1930-07-20,bra,Brazil,bol,Bolivia,4,0,Round 1 - Group 2,N,N,,
1930,1930-07-14,rou,Romania,per,Peru,3,1,Round 1 - Group 3,N,N,,
1930,1930-07-18,uru,Uruguay,per,Peru,1,0,Round 1 - Group 3,N,N,,
1930,1930-07-21,uru,Uruguay,rou,Romania,4,0,Round 1 - Group 3,N,N,,
1930,1930-07-13,usa,United States,bel,Belgium,3,0,Round 1 - Group 4,N,N,,
1930,1930-07-17,usa,United States,par,Paraguay,3,0,Round 1 - Group 4,N,N,,
1930,1930-07-20,par,Paraguay,bel,Belgium,1,0,Round 1 - Group 4,N,N,,
1930,1930-07-26,arg,Argentina,usa,United States,6,1,Semi-Final,N,N,,
1930,1930-07-27,uru,Uruguay,yug,Yugoslavia,6,1,Semi-Final,N,N,,
1930,1930-07-30,uru,Uruguay,arg,Argentina,4,2,Final,N,N,,
1934,1934-05-27,swe,Sweden,arg,Argentina,3,2,Round 1 - Knockout,N,N,,
1934,1934-05-27,aut,Austria,fra,France,3,2,Round 1 - Knockout,Y,N,,
1934,1934-05-27,ger,Germany,bel,Belgium,5,2,Round 1 - Knockout,N,N,,
1934,1934-05-27,esp,Spain,bra,Brazil,3,1,Round 1 - Knockout,N,N,,
1934,1934-05-27,hun,Hungary,egy,Egypt,4,2,Round 1 - Knockout,N,N,,
1934,1934-05-27,sui,Switzerland,ned,Netherlands,3,2,Round 1 - Knockout,N,N,,
1934,1934-05-27,ita,Italy,usa,United States,7,1,Round 1 - Knockout,N,N,,
1934,1934-05-27,tch,Czechoslovakia,rou,Romania,2,1,Round 1 - Knockout,N,N,,
1934,1934-05-31,tch,Czechoslovakia,sui,Switzerland,3,2,Quarter Final,N,N,,
1934,1934-05-31,ger,Germany,swe,Sweden,2,1,Quarter Final,N,N,,
1934,1934-05-31,ita,Italy,esp,Spain,1,1,Quarter Final,Y,N,,
1934,1934-05-31,aut,Austria,hun,Hungary,2,1,Quarter Final,N,N,,
1934,1934-06-01,ita,Italy,esp,Spain,1,0,Quarter Final,N,N,,
1934,1934-06-03,ita,Italy,aut,Austria,1,0,Semi-Final,N,N,,
1934,1934-06-03,tch,Czechoslovakia,ger,Germany,3,1,Semi-Final,N,N,,
1934,1934-06-07,ger,Germany,aut,Austria,3,2,Third Place,N,N,,
1934,1934-06-10,ita,Italy,tch,Czechoslovakia,2,1,Final,Y,N,,
1938,1938-06-04,sui,Switzerland,ger,Germany,1,1,Round 1 - Knockout,Y,N,,
1938,1938-06-05,hun,Hungary,dei,Dutch East Indies,6,0,Round 1 - Knockout,N,N,,
1938,1938-06-05,fra,France,bel,Belgium,3,1,Round 1 - Knockout,N,N,,
1938,1938-06-05,cub,Cuba,rou,Romania,3,3,Round 1 - Knockout,Y,N,,
1938,1938-06-05,ita,Italy,nor,Norway,2,1,Round 1 - Knockout,Y,N,,
1938,1938-06-05,bra,Brazil,pol,Poland,6,5,Round 1 - Knockout,Y,N,,
1938,1938-06-05,tch,Czechoslovakia,ned,Netherlands,3,0,Round 1 - Knockout,Y,N,,
1938,1938-06-09,cub,Cuba,rou,Romania,2,1,Round 1 - Knockout,N,N,,
1938,1938-06-09,sui,Switzerland,ger,Germany,4,2,Round 1 - Knockout,N,N,,
1938,1938-06-12,bra,Brazil,tch,Czechoslovakia,1,1,Quarter Final,Y,N,,
1938,1938-06-12,hun,Hungary,sui,Switzerland,2,0,Quarter Final,N,N,,
1938,1938-06-12,swe,Sweden,cub,Cuba,8,0,Quarter Final,N,N,,
1938,1938-06-12,ita,Italy,fra,France,3,1,Quarter Final,N,N,,
1938,1938-06-14,bra,Brazil,tch,Czechoslovakia,2,1,Quarter Final,N,N,,
1938,1938-06-16,hun,Hungary,swe,Sweden,5,1,Semi-Final,N,N,,
1938,1938-06-16,ita,Italy,bra,Brazil,2,1,Semi-Final,N,N,,
1938,1938-06-19,bra,Brazil,swe,Sweden,4,2,Third Place,N,N,,
1938,1938-06-19,ita,Italy,hun,Hungary,4,2,Final,N,N,,
1950,1950-06-24,bra,Brazil,mex,Mexico,4,0,Round 1 - Group 1,N,N,,
1950,1950-06-25,yug,Yugoslavia,sui,Switzerland,3,0,Round 1 - Group 1,N,N,,
1950,1950-06-28,bra,Brazil,sui,Switzerland,2,2,Round 1 - Group 1,N,N,,
1950,1950-06-28,yug,Yugoslavia,mex,Mexico,4,1,Round 1 - Group 1,N,N,,
1950,1950-07-01,bra,Brazil,yug,Yugoslavia,2,0,Round 1 - Group 1,N,N,,
1950,1950-07-02,sui,Switzerland,mex,Mexico,2,1,Round 1 - Group 1,N,N,,
1950,1950-06-25,eng,England,chi,Chile,2,0,Round 1 - Group 3,N,N,,
1950,1950-06-25,esp,Spain,usa,United States,3,1,Round 1 - Group 3,N,N,,
1950,1950-06-29,esp,Spain,chi,Chile,2,0,Round 1 - Group 3,N,N,,
1950,1950-06-29,usa,United States,eng,England,1,0,Round 1 - Group 3,N,N,,
1950,1950-07-02,esp,Spain,eng,England,1,0,Round 1 - Group 3,N,N,,
1950,1950-07-02,chi,Chile,usa,United States,5,2,Round 1 - Group 3,N,N,,
1950,1950-06-25,swe,Sweden,ita,Italy,3,2,Round 1 - Group 3,N,N,,
1950,1950-06-29,swe,Sweden,par,Paraguay,2,2,Round 1 - Group 3,N,N,,
1950,1950-07-02,ita,Italy,par,Paraguay,2,0,Round 1 - Group 3,N,N,,
1950,1950-07-02,uru,Uruguay,bol,Bolivia,8,0,Round 1 - Group 4,N,N,,
1950,1950-07-09,uru,Uruguay,esp,Spain,2,2,Final Round,N,N,,
1950,1950-07-09,bra,Brazil,swe,Sweden,7,1,Final Round,N,N,,
1950,1950-07-13,bra,Brazil,esp,Spain,6,1,Final Round,N,N,,
1950,1950-07-13,uru,Uruguay,swe,Sweden,3,2,Final Round,N,N,,
1950,1950-07-16,swe,Sweden,esp,Spain,3,1,Final Round,N,N,,
1950,1950-07-16,uru,Uruguay,bra,Brazil,2,1,Final Round,N,N,,
1954,1954-06-16,mex,Mexico,bra,Brazil,5,0,Round 1 - Group 1,N,N,,
1954,1954-06-16,fra,France,yug,Yugoslavia,1,0,Round 1 - Group 1,N,N,,
1954,1954-06-19,yug,Yugoslavia,bra,Brazil,1,1,Round 1 - Group 1,Y,N,,
1954,1954-06-19,fra,France,mex,Mexico,3,2,Round 1 - Group 1,N,N,,
1954,1954-06-17,ger,Germany FR,tur,Turkey,4,1,Round 1 - Group 2,N,N,,
1954,1954-06-17,hun,Hungary,kor,South Korea,9,0,Round 1 - Group 2,N,N,,
1954,1954-06-20,hun,Hungary,ger,Germany FR,8,3,Round 1 - Group 2,N,N,,
1954,1954-06-20,tur,Turkey,kor,South Korea,7,0,Round 1 - Group 2,N,N,,
1954,1954-06-23,ger,Germany FR,tur,Turkey,7,2,Round 1 - Group 2,N,N,,
1954,1954-06-16,uru,Uruguay,tch,Czechoslovakia,2,0,Round 1 - Group 3,N,N,,
1954,1954-06-16,aut,Austria,sco,Scotland,1,0,Round 1 - Group 3,N,N,,
1954,1954-06-19,aut,Austria,tch,Czechoslovakia,5,0,Round 1 - Group 3,N,N,,
1954,1954-06-19,uru,Uruguay,sco,Scotland,7,0,Round 1 - Group 3,N,N,,
1954,1954-06-17,eng,England,bel,Belgium,4,4,Round 1 - Group 4,Y,N,,
1954,1954-06-17,sui,Switzerland,ita,Italy,2,1,Round 1 - Group 4,N,N,,
1954,1954-06-20,eng,England,sui,Switzerland,2,0,Round 1 - Group 4,N,N,,
1954,1954-06-20,ita,Italy,bel,Belgium,4,1,Round 1 - Group 4,N,N,,
1954,1954-06-23,sui,Switzerland,ita,Italy,4,1,Round 1 - Group 4,N,N,,
1954,1954-06-27,ger,Germany FR,yug,Yugoslavia,2,0,Quarter Final,N,N,,
1954,1954-06-27,hun,Hungary,bra,Brazil,4,2,Quarter Final,N,N,,
1954,1954-06-26,aut,Austria,sui,Switzerland,7,5,Quarter Final,N,N,,
1954,1954-06-26,uru,Uruguay,eng,England,4,2,Quarter Final,N,N,,
1954,1954-06-30,ger,Germany FR,aut,Austria,6,1,Semi-Final,N,N,,
1954,1954-06-30,hun,Hungary,uru,Uruguay,4,2,Semi-Final,Y,N,,
1954,1954-07-03,aut,Austria,uru,Uruguay,3,1,Third Place,N,N,,
1954,1954-07-04,ger,Germany FR,hun,Hungary,3,2,Final,N,N,,
1958,1958-06-08,arg,Argentina,ger,Germany FR,1,3,Round 1 - Group 1,N,N,,
1958,1958-06-08,nir,Northern Ireland,tch,Czechoslovakia,1,0,Round 1 - Group 1,N,N,,
1958,1958-06-11,ger,Germany FR,tch,Czechoslovakia,2,2,Round 1 - Group 1,N,N,,
1958,1958-06-11,arg,Argentina,nir,Northern Ireland,3,1,Round 1 - Group 1,N,N,,
1958,1958-06-15,ger,Germany FR,nir,Northern Ireland,2,2,Round 1 - Group 1,N,N,,
1958,1958-06-15,tch,Czechoslovakia,arg,Argentina,6,1,Round 1 - Group 1,N,N,,
1958,1958-06-17,nir,Northern Ireland,tch,Czechoslovakia,2,1,Round 1 - Group 1,Y,N,,
1958,1958-06-08,fra,France,par,Paraguay,7,3,Round 1 - Group 2,N,N,,
1958,1958-06-08,yug,Yugoslavia,sco,Scotland,1,1,Round 1 - Group 2,N,N,,
1958,1958-06-11,par,Paraguay,sco,Scotland,3,2,Round 1 - Group 2,N,N,,
1958,1958-06-11,yug,Yugoslavia,fra,France,3,2,Round 1 - Group 2,N,N,,
1958,1958-06-15,par,Paraguay,yug,Yugoslavia,3,3,Round 1 - Group 2,N,N,,
1958,1958-06-15,fra,France,sco,Scotland,2,1,Round 1 - Group 2,N,N,,
1958,1958-06-08,swe,Sweden,mex,Mexico,3,0,Round 1 - Group 3,N,N,,
1958,1958-06-08,hun,Hungary,wal,Wales,1,1,Round 1 - Group 3,N,N,,
1958,1958-06-11,mex,Mexico,wal,Wales,1,1,Round 1 - Group 3,N,N,,
1958,1958-06-12,swe,Sweden,hun,Hungary,2,1,Round 1 - Group 3,N,N,,
1958,1958-06-15,swe,Sweden,wal,Wales,0,0,Round 1 - Group 3,N,N,,
1958,1958-06-15,hun,Hungary,mex,Mexico,4,0,Round 1 - Group 3,N,N,,
1958,1958-06-17,wal,Wales,hun,Hungary,2,1,Round 1 - Group 3,N,N,,
1958,1958-06-08,urs,Soviet Union,eng,England,2,2,Round 1 - Group 4,N,N,,
1958,1958-06-08,bra,Brazil,aut,Austria,3,0,Round 1 - Group 4,N,N,,
1958,1958-06-11,bra,Brazil,eng,England,0,0,Round 1 - Group 4,N,N,,
1958,1958-06-11,urs,Soviet Union,aut,Austria,2,0,Round 1 - Group 4,N,N,,
1958,1958-06-15,bra,Brazil,urs,Soviet Union,2,0,Round 1 - Group 4,N,N,,
1958,1958-06-15,eng,England,aut,Austria,2,2,Round 1 - Group 4,N,N,,
1958,1958-06-17,urs,Soviet Union,eng,England,1,0,Round 1 - Group 4,N,N,,
1958,1958-06-19,swe,Sweden,urs,Soviet Union,2,0,Quarter Final,N,N,,
1958,1958-06-19,fra,France,nir,Northern Ireland,4,0,Quarter Final,N,N,,
1958,1958-06-19,bra,Brazil,wal,Wales,1,0,Quarter Final,N,N,,
1958,1958-06-19,ger,Germany FR,yug,Yugoslavia,1,0,Quarter Final,N,N,,
1958,1958-06-24,bra,Brazil,fra,France,5,2,Semi-Final,N,N,,
1958,1958-06-24,swe,Sweden,ger,Germany FR,3,1,Semi-Final,N,N,,
1958,1958-06-28,fra,France,ger,Germany FR,6,3,Third Place,N,N,,
1958,1958-06-29,bra,Brazil,swe,Sweden,5,2,Final,N,N,,
1962,1962-05-30,uru,Uruguay,col,Colombia,2,1,Round 1 - Group 2,N,N,,
1962,1962-05-31,urs,Soviet Union,yug,Yugoslavia,2,0,Round 1 - Group 1,N,N,,
1962,1962-06-02,yug,Yugoslavia,uru,Uruguay,3,1,Round 1 - Group 1,N,N,,
1962,1962-06-03,urs,Soviet Union,col,Colombia,4,4,Round 1 - Group 1,N,N,,
1962,1962-06-06,urs,Soviet Union,uru,Uruguay,2,1,Round 1 - Group 1,N,N,,
1962,1962-06-07,yug,Yugoslavia,col,Colombia,5,0,Round 1 - Group 1,N,N,,
1962,1962-05-30,chi,Chile,sui,Switzerland,3,1,Round 1 - Group 2,N,N,,
1962,1962-05-31,ger,Germany FR,ita,Italy,0,0,Round 1 - Group 2,N,N,,
1962,1962-06-02,chi,Chile,ita,Italy,2,0,Round 1 - Group 2,N,N,,
1962,1962-06-03,ger,Germany FR,sui,Switzerland,2,1,Round 1 - Group 2,N,N,,
1962,1962-06-06,ger,Germany FR,chi,Chile,2,0,Round 1 - Group 2,N,N,,
1962,1962-06-07,ita,Italy,sui,Switzerland,3,0,Round 1 - Group 2,N,N,,
1962,1962-05-30,bra,Brazil,mex,Mexico,2,0,Round 1 - Group 3,N,N,,
1962,1962-05-31,tch,Czechoslovakia,esp,Spain,1,0,Round 1 - Group 3,N,N,,
1962,1962-06-02,bra,Brazil,tch,Czechoslovakia,0,0,Round 1 - Group 3,N,N,,
1962,1962-06-03,esp,Spain,mex,Mexico,1,0,Round 1 - Group 3,N,N,,
1962,1962-06-06,bra,Brazil,esp,Spain,2,1,Round 1 - Group 3,N,N,,
1962,1962-06-07,mex,Mexico,tch,Czechoslovakia,3,1,Round 1 - Group 3,N,N,,
1962,1962-05-30,arg,Argentina,bul,Bulgaria,1,0,Round 1 - Group 4,N,N,,
1962,1962-05-31,hun,Hungary,eng,England,2,1,Round 1 - Group 4,N,N,,
1962,1962-06-02,eng,England,arg,Argentina,3,1,Round 1 - Group 4,N,N,,
1962,1962-06-03,hun,Hungary,bul,Bulgaria,6,1,Round 1 - Group 4,N,N,,
1962,1962-06-06,hun,Hungary,arg,Argentina,0,0,Round 1 - Group 4,N,N,,
1962,1962-06-07,eng,England,bul,Bulgaria,0,0,Round 1 - Group 4,N,N,,
1962,1962-06-10,chi,Chile,urs,Soviet Union,2,1,Quarter Final,N,N,,
1962,1962-06-10,yug,Yugoslavia,ger,Germany FR,1,0,Quarter Final,N,N,,
1962,1962-06-10,bra,Brazil,eng,England,3,1,Quarter Final,N,N,,
1962,1962-06-10,tch,Czechoslovakia,hun,Hungary,1,0,Quarter Final,N,N,,
1962,1962-06-13,bra,Brazil,chi,Chile,4,2,Semi-Final,N,N,,
1962,1962-06-13,tch,Czechoslovakia,yug,Yugoslavia,3,1,Semi-Final,N,N,,
1962,1962-06-16,chi,Chile,yug,Yugoslavia,1,0,Third Place,N,N,,
1962,1962-06-17,bra,Brazil,tch,Czechoslovakia,3,1,Final,N,N,,
1966,1966-07-11,eng,England,uru,Uruguay,0,0,Round 1 - Group 1,N,N,,
1966,1966-07-13,fra,France,mex,Mexico,1,1,Round 1 - Group 1,N,N,,
1966,1966-07-15,uru,Uruguay,fra,France,2,1,Round 1 - Group 1,N,N,,
1966,1966-07-16,eng,England,mex,Mexico,2,0,Round 1 - Group 1,N,N,,
1966,1966-07-19,uru,Uruguay,mex,Mexico,0,0,Round 1 - Group 1,N,N,,
1966,1966-07-20,eng,England,fra,France,2,0,Round 1 - Group 1,N,N,,
1966,1966-07-12,ger,Germany FR,sui,Switzerland,5,0,Round 1 - Group 2,N,N,,
1966,1966-07-13,arg,Argentina,esp,Spain,2,1,Round 1 - Group 2,N,N,,
1966,1966-07-15,esp,Spain,sui,Switzerland,2,1,Round 1 - Group 2,N,N,,
1966,1966-07-16,ger,Germany FR,arg,Argentina,0,0,Round 1 - Group 2,N,N,,
1966,1966-07-19,arg,Argentina,sui,Switzerland,2,0,Round 1 - Group 2,N,N,,
1966,1966-07-20,ger,Germany FR,esp,Spain,2,1,Round 1 - Group 2,N,N,,
1966,1966-07-12,bra,Brazil,bul,Bulgaria,2,0,Round 1 - Group 3,N,N,,
1966,1966-07-13,por,Portugal,hun,Hungary,3,1,Round 1 - Group 3,N,N,,
1966,1966-07-15,hun,Hungary,bra,Brazil,3,1,Round 1 - Group 3,N,N,,
1966,1966-07-16,por,Portugal,bul,Bulgaria,3,0,Round 1 - Group 3,N,N,,
1966,1966-07-19,por,Portugal,bra,Brazil,3,1,Round 1 - Group 3,N,N,,
1966,1966-07-20,hun,Hungary,bul,Bulgaria,3,1,Round 1 - Group 3,N,N,,
1966,1966-07-12,urs,Soviet Union,prk,North Korea,3,0,Round 1 - Group 4,N,N,,
1966,1966-07-13,ita,Italy,chi,Chile,2,0,Round 1 - Group 4,N,N,,
1966,1966-07-15,prk,North Korea,chi,Chile,1,1,Round 1 - Group 4,N,N,,
1966,1966-07-16,urs,Soviet Union,ita,Italy,1,0,Round 1 - Group 4,N,N,,
1966,1966-07-19,prk,North Korea,ita,Italy,1,0,Round 1 - Group 4,N,N,,
1966,1966-07-20,urs,Soviet Union,chi,Chile,2,1,Round 1 - Group 4,N,N,,
1966,1966-07-23,eng,England,arg,Argentina,1,0,Quarter Final,N,N,,
1966,1966-07-23,ger,Germany FR,uru,Uruguay,4,0,Quarter Final,N,N,,
1966,1966-07-23,urs,Soviet Union,hun,Hungary,2,1,Quarter Final,N,N,,
1966,1966-07-23,por,Portugal,prk,North Korea,5,3,Quarter Final,N,N,,
1966,1966-07-25,ger,Germany FR,urs,Soviet Union,2,1,Semi-Final,N,N,,
1966,1966-07-26,eng,England,por,Portugal,2,1,Semi-Final,N,N,,
1966,1966-07-28,por,Portugal,urs,Soviet Union,2,1,Third Place,N,N,,
1966,1966-07-30,eng,England,ger,Germany FR,4,2,Final,Y,N,,
1970,1970-05-31,mex,Mexico,urs,Soviet Union,0,0,Round 1 - Group 1,N,N,,
1970,1970-06-03,bel,Belgium,slv,El Salvador,3,0,Round 1 - Group 1,N,N,,
1970,1970-06-06,urs,Soviet Union,bel,Belgium,4,1,Round 1 - Group 1,N,N,,
1970,1970-06-07,mex,Mexico,slv,El Salvador,4,0,Round 1 - Group 1,N,N,,
1970,1970-06-10,urs,Soviet Union,slv,El Salvador,2,0,Round 1 - Group 1,N,N,,
1970,1970-06-11,mex,Mexico,bel,Belgium,1,0,Round 1 - Group 1,N,N,,
1970,1970-06-02,uru,Uruguay,isr,Israel,2,0,Round 1 - Group 2,N,N,,
1970,1970-06-03,ita,Italy,swe,Sweden,1,0,Round 1 - Group 2,N,N,,
1970,1970-06-06,uru,Uruguay,ita,Italy,0,0,Round 1 - Group 2,N,N,,
1970,1970-06-07,swe,Sweden,isr,Israel,1,1,Round 1 - Group 2,N,N,,
1970,1970-06-10,swe,Sweden,uru,Uruguay,1,0,Round 1 - Group 2,N,N,,
1970,1970-06-11,ita,Italy,isr,Israel,0,0,Round 1 - Group 2,N,N,,
1970,1970-06-02,eng,England,rou,Romania,1,0,Round 1 - Group 3,N,N,,
1970,1970-06-03,bra,Brazil,tch,Czechoslovakia,4,1,Round 1 - Group 3,N,N,,
1970,1970-06-06,rou,Romania,tch,Czechoslovakia,2,1,Round 1 - Group 3,N,N,,
1970,1970-06-07,bra,Brazil,eng,England,1,0,Round 1 - Group 3,N,N,,
1970,1970-06-10,bra,Brazil,rou,Romania,3,2,Round 1 - Group 3,N,N,,
1970,1970-06-11,eng,England,tch,Czechoslovakia,1,0,Round 1 - Group 3,N,N,,
1970,1970-06-02,per,Peru,bul,Bulgaria,3,2,Round 1 - Group 4,N,N,,
1970,1970-06-03,ger,Germany FR,mar,Morocco,2,1,Round 1 - Group 4,N,N,,
1970,1970-06-06,per,Peru,mar,Morocco,3,0,Round 1 - Group 4,N,N,,
1970,1970-06-07,ger,Germany FR,bul,Bulgaria,5,2,Round 1 - Group 4,N,N,,
1970,1970-06-10,ger,Germany FR,per,Peru,3,1,Round 1 - Group 4,N,N,,
1970,1970-06-11,bul,Bulgaria,mar,Morocco,1,1,Round 1 - Group 4,N,N,,
1970,1970-06-14,uru,Uruguay,urs,Soviet Union,1,0,Quarter Final,Y,N,,
1970,1970-06-14,ita,Italy,mex,Mexico,4,1,Quarter Final,N,N,,
1970,1970-06-14,bra,Brazil,per,Peru,4,2,Quarter Final,N,N,,
1970,1970-06-14,ger,Germany FR,eng,England,3,2,Quarter Final,Y,N,,
1970,1970-06-17,bra,Brazil,uru,Uruguay,3,1,Semi-Final,N,N,,
1970,1970-06-17,ita,Italy,ger,Germany FR,4,3,Semi-Final,Y,N,,
1970,1970-06-20,ger,Germany FR,uru,Uruguay,1,0,Third Place,N,N,,
1970,1970-06-21,bra,Brazil,ita,Italy,4,1,Final,N,N,,
1974,1974-06-14,ger,Germany FR,chi,Chile,1,0,Round 1 - Group 1,N,N,,
1974,1974-06-14,gdr,German DR,aus,Australia,2,0,Round 1 - Group 1,N,N,,
1974,1974-06-18,chi,Chile,gdr,German DR,1,1,Round 1 - Group 1,N,N,,
1974,1974-06-18,aus,Australia,ger,Germany FR,0,3,Round 1 - Group 1,N,N,,
1974,1974-06-22,aus,Australia,chi,Chile,0,0,Round 1 - Group 1,N,N,,
1974,1974-06-22,gdr,German DR,ger,Germany FR,1,0,Round 1 - Group 1,N,N,,
1974,1974-06-13,bra,Brazil,yug,Yugoslavia,0,0,Round 1 - Group 2,N,N,,
1974,1974-06-14,zai,Zaire,sco,Scotland,0,2,Round 1 - Group 2,N,N,,
1974,1974-06-18,yug,Yugoslavia,zai,Zaire,9,0,Round 1 - Group 2,N,N,,
1974,1974-06-18,sco,Scotland,bra,Brazil,0,0,Round 1 - Group 2,N,N,,
1974,1974-06-22,sco,Scotland,yug,Yugoslavia,1,1,Round 1 - Group 2,N,N,,
1974,1974-06-22,zai,Zaire,bra,Brazil,0,3,Round 1 - Group 2,N,N,,
1974,1974-06-15,uru,Uruguay,ned,Netherlands,0,2,Round 1 - Group 3,N,N,,
1974,1974-06-15,swe,Sweden,bul,Bulgaria,0,0,Round 1 - Group 3,N,N,,
1974,1974-06-19,ned,Netherlands,swe,Sweden,0,0,Round 1 - Group 3,N,N,,
1974,1974-06-19,bul,Bulgaria,uru,Uruguay,1,1,Round 1 - Group 3,N,N,,
1974,1974-06-23,bul,Bulgaria,ned,Netherlands,1,4,Round 1 - Group 3,N,N,,
1974,1974-06-23,swe,Sweden,uru,Uruguay,3,0,Round 1 - Group 3,N,N,,
1974,1974-06-15,ita,Italy,hai,Haiti,3,1,Round 1 - Group 4,N,N,,
1974,1974-06-15,pol,Poland,arg,Argentina,3,2,Round 1 - Group 4,N,N,,
1974,1974-06-19,hai,Haiti,pol,Poland,0,7,Round 1 - Group 4,N,N,,
1974,1974-06-19,arg,Argentina,ita,Italy,1,1,Round 1 - Group 4,N,N,,
1974,1974-06-23,arg,Argentina,hai,Haiti,4,1,Round 1 - Group 4,N,N,,
1974,1974-06-23,pol,Poland,ita,Italy,2,1,Round 1 - Group 4,N,N,,
1974,1974-06-26,bra,Brazil,gdr,German DR,1,0,Round 2 - Group A,N,N,,
1974,1974-06-26,ned,Netherlands,arg,Argentina,4,0,Round 2 - Group A,N,N,,
1974,1974-06-30,gdr,German DR,ned,Netherlands,0,2,Round 2 - Group A,N,N,,
1974,1974-06-30,arg,Argentina,bra,Brazil,1,2,Round 2 - Group A,N,N,,
1974,1974-07-03,arg,Argentina,gdr,German DR,1,1,Round 2 - Group A,N,N,,
1974,1974-07-03,ned,Netherlands,bra,Brazil,2,0,Round 2 - Group A,N,N,,
1974,1974-06-26,yug,Yugoslavia,ger,Germany FR,0,2,Round 2 - Group B,N,N,,
1974,1974-06-26,swe,Sweden,pol,Poland,0,1,Round 2 - Group B,N,N,,
1974,1974-06-30,ger,Germany FR,swe,Sweden,4,2,Round 2 - Group B,N,N,,
1974,1974-06-30,pol,Poland,yug,Yugoslavia,2,1,Round 2 - Group B,N,N,,
1974,1974-07-03,pol,Poland,ger,Germany FR,0,1,Round 2 - Group B,N,N,,
1974,1974-07-03,swe,Sweden,yug,Yugoslavia,2,1,Round 2 - Group B,N,N,,
1974,1974-07-06,bra,Brazil,pol,Poland,0,1,Third Place,N,N,,
1974,1974-07-07,ned,Netherlands,ger,Germany FR,1,2,Final,N,N,,
1978,1978-06-02,arg,Argentina,hun,Hungary,2,1,Round 1 - Group 1,N,N,,
1978,1978-06-02,ita,Italy,fra,France,2,1,Round 1 - Group 1,N,N,,
1978,1978-06-06,arg,Argentina,fra,France,2,1,Round 1 - Group 1,N,N,,
1978,1978-06-06,ita,Italy,hun,Hungary,3,1,Round 1 - Group 1,N,N,,
1978,1978-06-10,ita,Italy,arg,Argentina,1,0,Round 1 - Group 1,N,N,,
1978,1978-06-10,fra,France,hun,Hungary,3,1,Round 1 - Group 1,N,N,,
1978,1978-06-01,ger,Germany FR,pol,Poland,0,0,Round 1 - Group 2,N,N,,
1978,1978-06-02,tun,Tunisia,mex,Mexico,3,1,Round 1 - Group 2,N,N,,
1978,1978-06-06,pol,Poland,tun,Tunisia,1,0,Round 1 - Group 2,N,N,,
1978,1978-06-06,ger,Germany FR,mex,Mexico,6,0,Round 1 - Group 2,N,N,,
1978,1978-06-10,pol,Poland,mex,Mexico,3,1,Round 1 - Group 2,N,N,,
1978,1978-06-10,ger,Germany FR,tun,Tunisia,0,0,Round 1 - Group 2,N,N,,
1978,1978-06-03,aut,Austria,esp,Spain,2,1,Round 1 - Group 3,N,N,,
1978,1978-06-03,swe,Sweden,bra,Brazil,1,1,Round 1 - Group 3,N,N,,
1978,1978-06-07,aut,Austria,swe,Sweden,1,0,Round 1 - Group 3,N,N,,
1978,1978-06-07,bra,Brazil,esp,Spain,0,0,Round 1 - Group 3,N,N,,
1978,1978-06-11,esp,Spain,swe,Sweden,1,0,Round 1 - Group 3,N,N,,
1978,1978-06-11,bra,Brazil,aut,Austria,1,0,Round 1 - Group 3,N,N,,
1978,1978-06-03,per,Peru,sco,Scotland,3,1,Round 1 - Group 4,N,N,,
1978,1978-06-03,ned,Netherlands,irn,Iran,3,0,Round 1 - Group 4,N,N,,
1978,1978-06-07,sco,Scotland,irn,Iran,1,1,Round 1 - Group 4,N,N,,
1978,1978-06-07,ned,Netherlands,per,Peru,0,0,Round 1 - Group 4,N,N,,
1978,1978-06-11,per,Peru,irn,Iran,4,1,Round 1 - Group 4,N,N,,
1978,1978-06-11,sco,Scotland,ned,Netherlands,3,2,Round 1 - Group 4,N,N,,
1978,1978-06-14,ger,Germany FR,ita,Italy,0,0,Round 2 - Group A,N,N,,
1978,1978-06-14,ned,Netherlands,aut,Austria,5,1,Round 2 - Group A,N,N,,
1978,1978-06-18,ita,Italy,aut,Austria,1,0,Round 2 - Group A,N,N,,
1978,1978-06-18,ger,Germany FR,ned,Netherlands,2,2,Round 2 - Group A,N,N,,
1978,1978-06-21,ned,Netherlands,ita,Italy,2,1,Round 2 - Group A,N,N,,
1978,1978-06-21,aut,Austria,ger,Germany FR,3,2,Round 2 - Group A,N,N,,
1978,1978-06-14,arg,Argentina,pol,Poland,2,0,Round 2 - Group B,N,N,,
1978,1978-06-14,bra,Brazil,per,Peru,3,0,Round 2 - Group B,N,N,,
1978,1978-06-18,arg,Argentina,bra,Brazil,0,0,Round 2 - Group B,N,N,,
